step	loss
0	0.30292701721191406
1	0.07958357781171799
2	0.06070059910416603
3	0.05155867338180542
4	0.04410730302333832
5	0.03888802230358124
6	0.03492794185876846
7	0.03199395164847374
8	0.029740817844867706
